Group,x,y,t,s
N,24.15400479,-241.6150639,0,0
N,0.374803325,-340.8524934,0,0
O,-1.251244417,434.5669688,0,1
N,16.00943922,-172.9250178,0,1
M,10.76463483,-266.2475091,0,0
M,31.480778,-100.9284399,0,0
N,16.44204501,-271.5034008,0,1
P,28.67342632,-255.3532997,1,0
P,25.4503804,-86.44784749,1,0
P,-8.685645091,-85.32780171,0,0
P,-11.54741143,-166.1187688,0,0
P,63.90003772,-119.837763,1,0
O,-16.68579377,166.0109912,0,0
O,-24.68074629,-135.7508044,0,0
O,-12.44620877,220.9521826,0,0
P,11.68664944,41.70977526,1,0
N,26.44353044,-415.3979228,0,0
P,-16.65113586,-24.51191842,1,1
N,49.31572415,-255.9825772,0,0
M,29.51295553,-337.671836,0,1
O,-3.649164187,328.3002849,0,1
P,5.679519458,77.21200174,1,1
M,-1.435281773,-123.1107682,0,0
M,22.90064325,-277.6605207,0,0
P,-5.968660941,-147.8905929,1,0
M,27.17914837,-397.8969525,0,1
M,24.10309643,-363.2578051,0,0
O,-17.54711842,214.2964337,0,0
N,26.64133854,-452.818621,0,1
O,-10.80532276,265.1340426,0,0
M,17.02309061,-378.1248626,0,1
M,8.838504914,-221.2318051,0,0
N,13.50545723,-390.8597172,0,0
P,-12.3258537,23.23019738,1,1
P,19.83920421,-258.1600079,0,1
M,12.22687738,-361.4441054,0,0
M,10.88150529,-345.2191312,0,1
O,12.45601407,250.8000832,0,1
N,31.8266244,-190.1309123,0,0
N,20.3955102,-118.0317235,0,1
O,-2.920128997,148.5838214,0,1
M,10.70321261,-320.997327,0,0
M,33.70047739,-418.814092,0,0
N,5.901411214,-241.2932172,0,1
O,-23.30551559,90.50409666,0,0
O,-11.31503359,145.0058474,1,1
M,21.14514322,-368.6476061,0,0
M,15.66723805,-223.98779,0,1
O,-26.94315765,121.8013664,0,1
O,2.910513209,325.2103218,0,1
M,16.393424,-145.7581025,0,0
N,31.95619945,-337.5300578,0,0
O,-19.74327343,143.4351956,0,1
N,23.73395161,-416.9976944,0,0
N,22.7594207,-582.1463613,0,1
N,-9.812175891,-380.5313794,0,0
N,32.02574891,-339.3850541,0,0
M,23.72784017,-319.1622614,0,0
N,14.79920593,-238.7895485,0,0
P,3.154681602,-191.346524,0,1
N,-0.136992963,-317.6983089,0,0
N,15.09404395,-234.8742304,0,1
N,30.98164037,-324.7558353,0,1
M,20.27269048,-150.8028722,0,1
N,-2.29065803,-412.6233757,0,1
N,41.06900615,-239.7310766,0,1
N,40.3683169,-474.518341,0,0
O,-7.422576822,432.5369825,0,1
M,10.9121702,-152.9344622,0,1
O,-4.403601077,503.48547,0,0
N,36.39800678,-308.4391179,0,0
O,-4.540682897,481.9742994,0,1
O,-19.3156117,44.04893301,0,0
N,29.17807088,-586.6528137,0,0
P,-14.64171219,-0.52544859,1,1
P,1.562723621,67.41080131,1,1
P,30.63837019,188.2186678,0,1
N,-5.807665531,-102.0115195,0,0
O,-21.97711466,-120.4867077,0,1
P,14.87053264,-215.2741505,0,0
M,4.893631123,-164.8216572,0,1
P,39.208744,-209.8363538,1,0
N,14.43304898,-447.3888593,0,0
N,52.68278509,-432.7585656,0,0
O,1.406883417,164.7660473,0,1
P,40.02791878,73.92111966,1,1
O,-15.79968062,74.48995335,0,0
O,-3.873323515,363.4136681,0,0
P,-23.63753441,-151.33003,0,0
N,15.38630295,-266.6013417,0,0
P,7.838981393,-127.7600849,1,1
P,12.25518218,-115.3976535,0,1
O,-13.40281911,235.7796248,0,0
N,36.89735331,-491.3792531,0,1
M,30.86060224,-208.7764967,0,1
O,-9.583229026,78.35353239,0,1
M,27.31885574,-89.58913872,0,0
O,-15.00602539,221.6767521,0,1
O,-3.569719123,308.5308913,0,0
P,17.87363943,-127.1171477,1,1
N,6.499692039,-338.5690558,0,1
P,-36.60353544,-27.62478878,1,1
O,-6.692535541,80.97603547,0,0
O,-0.886064978,269.3843625,0,0
O,-2.111113184,332.5872431,0,0
P,37.88571472,154.5677855,1,1
P,-3.045852165,154.6074352,0,0
P,18.59765023,-23.70998842,0,1
N,6.8000258,-372.2644075,0,0
N,41.87116892,-871.3438235,0,1
M,41.98105222,-581.3763654,0,0
M,10.11667608,-186.6162286,0,1
M,18.34475113,-156.7337839,0,1
O,12.84786183,443.7343932,0,1
M,17.88339669,-118.1008304,0,0
N,0.524147725,-197.8198266,0,0
M,10.84061954,-567.4705346,0,0
P,29.53683564,92.97196504,1,0
M,5.845103398,-266.2188745,0,1
P,6.193529885,-19.65591415,1,0
O,-21.01221587,177.7621443,0,1
M,27.50748183,-204.0628624,0,1
O,-9.430953245,95.51149508,0,1
M,18.03119489,-412.3951984,0,1
P,-39.59542335,75.16109805,1,1
O,-28.33572796,-107.0524083,0,1
O,-27.49162878,250.9221051,0,0
M,34.5068794,-180.4942422,0,1
M,16.21728799,-389.671249,0,0
P,6.499252877,-67.39683008,1,0
O,-16.51224721,243.9959773,0,0
O,-3.700900682,261.3912842,0,0
M,14.91851587,-225.0781978,0,1
O,-14.06869363,-85.75121516,0,1
P,61.62809236,45.70305028,1,0
O,-17.26117094,24.82442954,0,0
M,14.73293582,-323.6450185,0,0
O,-10.68551658,217.0590368,0,1
O,13.70628253,362.4988037,0,0
N,40.50747512,-470.1492326,0,0
O,-6.663576866,30.24187414,0,0
N,24.90207709,-495.1498737,0,0
M,26.63873746,-394.0956602,0,1
P,32.99581151,8.154592804,0,0
P,0.524088294,-256.3814009,1,1
M,14.07896972,-302.8782681,0,1
O,-4.860936887,273.7192354,0,0
N,8.955790306,-269.6058988,0,1
O,-31.89221317,153.6670954,0,0
O,1.317551181,175.4657478,0,0
N,16.77175637,-45.45619204,1,1
O,-13.62934463,338.6533063,0,0
M,10.00464532,-392.3102552,0,0
M,41.0802664,-328.6671671,0,1
O,-8.034062002,447.9937138,1,1
O,-11.27239561,177.5644399,0,0
M,19.4226264,-383.4017984,0,0
P,12.65419017,-37.85235833,1,0
O,-20.51739479,333.0227583,0,0
N,22.11832926,-87.66754268,0,1
N,44.94054296,-540.1926663,0,1
N,26.92587152,-408.5816016,0,0
O,-6.146514151,255.8448832,0,0
P,41.1070417,154.9157169,0,1
P,17.87475115,86.23575502,1,1
P,-5.625683388,-104.3030587,0,1
N,28.21522922,-387.9468222,0,0
O,-15.36987677,297.1962995,0,1
O,-12.70693725,-1.133765099,0,0
P,-34.2837103,-118.2074501,1,1
O,-3.332873023,430.50858,0,1
N,26.80682914,-115.3777282,0,1
N,25.04816336,-550.5146262,0,1
O,-14.76103518,155.6113533,0,0
P,8.983209766,-123.2016496,1,0
O,-9.443867144,8.666157909,0,1
N,5.261480779,-102.9493451,1,1
P,-6.300482756,-133.1068987,1,1
O,-11.93791402,139.689764,0,1
P,-14.00585056,-203.1943621,1,1
P,-56.67246374,-331.7425928,0,0
M,14.50280594,-146.7195457,0,1
M,5.995753853,-326.0197182,0,0
N,19.88211828,-48.96173204,0,1
N,34.73677184,-97.2096335,0,0
O,-18.55426384,201.0107778,0,1
M,13.11411258,-281.7812627,0,1
N,13.0444706,-370.8010627,0,0
O,3.408870767,105.5161644,0,1
N,16.46701639,-361.2610925,0,0
P,-1.512748838,-127.0540707,1,1
N,34.56760328,-235.9420485,0,1
O,-10.99982218,54.7295172,0,0
O,-3.116214723,328.9644362,0,0
N,12.17534296,-209.2487653,0,0
N,23.42540579,-310.589828,0,1
N,38.05484745,-241.1909229,0,1
P,49.28725633,40.58800553,1,0
N,31.09223902,-355.0567132,0,0
O,-25.55287576,-19.31489844,0,0
O,-1.161788068,324.6208962,0,0
O,-13.43905143,291.3054616,0,1
P,12.77223244,-69.55469776,1,0
P,-15.73418566,95.83127508,1,1
N,17.85758923,-160.4556235,0,1
M,13.15143973,8.753727128,0,1
N,13.22268513,-200.4623668,0,0
N,-0.223182755,-228.7294858,0,0
M,14.26938696,-280.6371424,0,0
O,-2.220277298,401.0823608,0,1
N,5.267240607,-50.27116531,0,1
O,-20.02906459,294.7817855,0,1
P,-19.11478133,10.08437486,1,1
P,-1.273904239,-144.9489143,0,0
N,5.756521852,-259.9521613,0,1
O,-16.51884819,-9.661961587,0,1
O,-3.96272002,279.343264,0,1
N,20.16068333,-319.8746447,0,1
N,-3.077101964,-226.3233333,0,0
P,12.35920566,-104.0015417,1,1
P,15.07429077,-116.936925,1,1
O,-6.827872314,26.58056595,0,1
N,11.62181573,-256.0885672,0,0
P,-4.214794261,-123.9287375,1,0
M,10.89889304,-516.9645087,0,0
M,11.67080971,-190.4097648,0,0
N,29.02190663,-499.2186763,0,1
M,6.928682112,-351.1358423,0,1
P,15.57178724,-127.7075148,1,1
M,21.56487701,-128.4087824,0,1
O,-9.205328399,232.7974556,0,0
P,14.66275554,-35.63043209,0,0
P,39.95541177,-295.6061205,1,0
P,16.2936633,-86.53058679,0,0
P,14.74276143,-206.4485369,1,0
M,-1.248650373,-307.1273495,0,0
N,24.28897254,-226.5062582,0,1
O,-13.05709178,379.5848913,0,0
O,-22.74001939,43.32303221,0,0
N,19.06306712,-383.8584565,0,0
P,-4.482292591,-122.2868368,1,1
N,10.67631144,-444.1265272,0,1
N,30.33932684,-442.3891692,0,0
M,19.08073623,-211.3189071,0,1
M,31.27397261,-269.8521801,0,1
P,50.00589272,-273.3910961,0,0
O,-22.8046474,259.2466857,0,1
M,34.95784612,-192.6818189,0,1
P,-19.962422,-47.1484944,1,1
P,-2.242364493,36.54428207,1,0
N,42.35782052,-611.9103997,0,1
O,-14.94354564,-57.1640788,0,1
O,-14.24051995,257.2688199,0,1
N,16.42811521,-30.05294131,0,0
O,-1.289960517,151.1706389,0,0
P,40.08734231,-36.32130529,0,1
N,5.42373468,-451.3816608,0,1
O,-3.742708151,342.8379235,0,0
N,28.93181584,-358.2651216,0,0
P,6.257319818,3.72721008,1,1
N,26.89933835,-312.3905259,0,0
O,-11.11726128,336.5176177,0,1
P,27.55586823,-249.7786366,1,0
P,-23.69911229,7.179828245,0,0
M,16.99275507,-228.3939921,0,0
O,27.74171261,605.7881788,0,1
N,31.45806899,-373.2218079,1,0
N,10.07265342,-434.3504072,0,1
M,32.68075051,-141.6837309,0,0
O,-7.723834853,-26.62225048,0,0
N,62.54600553,-511.3453224,0,0
N,31.41125621,-544.5517649,0,0
N,40.85535697,-481.7160151,0,1
O,-17.73597657,121.4324134,0,1
P,4.149818894,11.46585841,1,1
P,42.12303823,-6.656856933,1,1
N,18.59368985,-311.1884701,0,0
O,-10.78335491,147.4729001,0,0
O,-18.07128487,179.8717244,0,1
N,25.96108772,-380.320736,0,0
P,17.93526377,-55.49499961,1,0
N,4.399629876,-204.9973537,0,1
M,14.77483439,-335.0612455,0,1
P,15.72864602,131.1666177,0,1
M,1.785561405,-104.6357777,0,1
O,-7.736991999,200.9449968,0,1
N,16.00479846,-313.771224,0,1
N,24.34937217,-566.3702175,0,1
P,-1.18822519,-15.88997185,1,1
M,10.11223563,-187.4531124,0,0
M,15.57553748,-200.9470632,0,0
N,21.03459317,-380.5313619,0,1
O,-4.036908268,163.3531032,0,1
O,-23.21188582,104.2559211,0,0
N,13.92010982,-205.8398446,0,1
N,-10.63433941,-143.4559987,0,1
P,64.65974921,-71.97418754,1,1
P,-23.77546957,-183.0439096,0,0
P,33.3457781,147.0665231,1,0
N,12.29271799,-44.29984181,0,0
P,7.588289191,-44.99129218,1,0
N,-1.975614759,-260.4199606,0,1
M,9.947187802,-148.8792515,0,1
O,-7.846365639,362.5382,0,0
O,-6.994450478,296.0896408,0,1
P,37.63502271,35.51872919,1,1
N,28.13377941,-348.5112392,0,1
P,0.249535296,3.257119212,1,1
O,-1.20458009,301.2511234,0,1
M,15.48241899,-48.7134599,0,0
P,10.81811498,201.3993829,0,1
O,-8.930845509,225.274504,0,1
M,18.56023844,-494.8665701,0,0
P,6.545454605,-88.19360751,1,1
P,51.39333907,-106.9487745,1,1
O,-5.284653111,378.1472553,0,1
O,-23.10457368,261.5421255,0,0
P,18.37523309,98.71950135,1,0
O,8.538296049,610.7819407,0,0
N,-16.86238016,-185.6430762,0,0
M,23.61607998,-595.9823159,0,0
M,14.61910142,-240.843169,0,0
M,4.301232511,-189.5678276,0,0
N,24.55358967,-623.0643124,0,1
N,-5.441492659,-241.3197519,0,1
N,8.998954827,-356.9911991,0,1
O,-2.351303904,87.11592965,0,0
P,27.68742914,-88.57347991,1,0
M,18.95155543,-294.5853751,0,1
O,-11.44082657,59.5208774,0,0
M,17.00168498,-122.5879024,0,0
O,-27.41102219,-111.5157211,0,0
O,-22.33152173,159.9355083,0,0
O,-17.22927573,331.8437029,0,0
N,18.92733189,-408.573521,0,1
N,6.40010503,-290.418274,0,0
N,27.03851062,-446.0650807,0,0
M,21.52956606,-28.86601199,0,1
M,13.22812171,-287.7208961,0,0
O,-6.259691531,227.0559724,0,1
M,6.483501347,-161.7863553,0,1
N,38.18207945,-349.6683478,0,0
N,29.17902033,-392.0665216,0,0
M,10.23383119,-258.3383134,0,1
O,-1.737813394,679.0031735,1,0
N,24.85259558,-323.837515,0,1
N,17.45783042,-210.7834838,0,1
M,3.589034257,-497.4250296,0,1
O,-4.042243464,112.876639,0,1
M,34.67687781,-200.2451783,0,0
N,39.1967494,-451.4120338,0,0
N,22.46448987,-460.454962,0,0
O,-7.901236623,263.6116617,0,0
N,8.221089231,-217.208371,0,0
P,38.38444888,104.2336178,0,0
O,-16.26366455,223.7240629,0,1
O,-15.22160804,151.0944145,0,1
O,-22.95354086,145.4355345,0,1
M,21.01744202,-366.3451488,0,0
N,37.86309975,-165.9779103,0,1
M,29.10891279,-271.9846416,0,0
P,37.56612653,-207.922428,1,1
M,6.802833312,-359.1886703,0,1
M,35.85906654,-242.9045989,0,1
N,27.43830604,-153.2571991,0,0
O,-21.6886287,133.4393046,0,1
P,1.242724601,-246.2501714,1,0
P,-10.18941684,-201.4623132,1,0
P,57.7267206,44.02242386,1,1
O,-12.0254293,245.4303277,0,0
P,4.7902595,-25.78035657,1,1
P,-34.65799605,-238.3864679,1,1
M,2.566038486,-289.9243215,0,0
N,9.81723101,-503.9402108,0,1
M,8.415977277,-383.9463497,0,1
M,7.502323165,-123.5525612,0,0
O,-4.855672475,120.3157232,0,0
O,-8.120095986,437.2089946,0,1
M,27.33610211,-209.1788408,0,0
N,10.11092603,-255.6577219,1,1
P,-14.54921354,-207.6411558,1,0
M,26.41882189,-432.4226381,0,0
P,22.29304002,7.457804425,1,1
N,27.6307113,-317.4172558,0,0
O,-13.67850216,-54.51135191,0,1
M,16.10651681,-133.2612307,0,1
O,-4.734093751,278.9097241,0,1
O,5.691447054,426.2685389,0,1
O,5.433519743,390.8292927,0,1
M,25.89603937,-103.4136292,0,1
P,39.79600326,-175.4855679,0,1
M,30.21755447,-339.7921343,0,0
P,-14.32326536,117.1605821,1,0
P,-44.36628105,-301.5540459,1,1
P,-4.931302233,75.93190115,0,0
P,25.88252873,89.75064367,1,0
O,-25.21169191,110.9417094,0,1
N,14.47331653,-300.1244648,0,1
M,6.813134135,-229.4671471,0,1
N,-4.400813926,-307.7221078,0,1
M,0.250406552,-392.1475359,0,1
P,50.75995706,-24.60378827,0,1
M,15.23818507,-332.2357297,0,1
N,60.45291588,-240.3336758,0,1
P,-24.80593278,-208.4586474,1,0
N,9.079514446,-138.5242877,0,1
N,-18.60456887,-357.0719712,0,1
N,4.122050956,-308.2838149,0,0
N,29.85051091,-141.5897732,0,1
P,19.86665089,-189.7979896,0,1
N,-12.08662816,162.8392315,0,1
P,30.62502805,-117.3006239,1,1
N,17.48500861,-112.0496153,0,0
N,4.686299123,-333.7134684,0,1
P,4.594601393,-100.4041148,1,1
P,5.304884996,-20.66600228,1,0
M,9.205807433,-338.6435105,0,0
O,4.0325277,320.1570346,0,1
N,58.73322209,-536.1340107,0,0
M,-17.8037582,-133.2837752,0,1
M,17.06689355,-398.6998799,0,0
O,-5.437246366,10.01621942,0,1
P,26.71441223,-234.2110506,1,1
N,11.96513254,-420.9439798,1,1
M,13.14233853,-126.846356,0,0
N,25.7559981,-175.288202,0,1
M,25.0684602,-374.1957709,0,0
P,18.08963194,52.37586957,1,1
M,-1.85560848,-268.8669718,0,1
O,-0.513931279,382.2967701,0,1
O,-12.87064228,241.4918742,0,0
N,21.65688297,-243.2708446,0,0
N,15.09065305,-423.0457875,0,1
N,-3.678729642,-334.3594217,0,0
M,29.0410518,-308.0367865,0,1
O,-1.895053478,347.2322294,0,1
M,13.85874857,-190.811611,0,0
P,-12.00496373,-323.9183512,0,1
N,22.7594159,-462.2216158,0,0
O,2.349931683,323.1423304,0,1
P,6.217690552,-267.0827876,1,0
O,-27.80288368,358.9240005,0,1
N,35.63819218,-319.3439449,0,0
M,10.75453629,-62.77314871,0,1
O,-6.240734251,382.4292879,0,0
M,13.29560857,-273.937708,0,0
O,2.316342242,431.2340208,0,0
P,43.16686157,-184.2878553,1,1
P,23.46889028,176.8777344,0,0
P,57.01302064,70.16860455,1,0
M,5.526954713,-216.5841276,0,1
O,6.024556267,462.1024466,0,1
O,-2.572360911,92.53631569,0,0
P,39.75831597,-79.44512928,1,1
O,-5.963813629,110.3671298,0,0
O,-6.935313552,190.3003297,0,0
M,25.75636463,-386.911128,0,1
P,16.8034477,-20.62961826,1,1
O,-8.044146336,527.0928404,0,1
M,22.25295899,-538.7535355,0,1
O,-10.48298403,230.743367,0,1
M,0.521162504,-346.764286,0,1
P,-18.33727488,83.56755517,1,1
O,-8.435303127,245.7981908,0,1
N,44.50114599,-307.5169762,0,1
N,50.88187471,-314.497661,0,1
M,11.82501674,-439.8552339,0,1
O,-18.29112505,279.5762148,0,1
O,-23.19469051,-76.16490856,0,0
N,26.66027515,-388.3378025,0,0
N,44.03537015,-452.7310965,0,1
M,19.27835711,-257.2892326,0,1
N,30.25296341,-331.1344836,0,1
M,24.87180221,-311.8162052,0,1
M,6.02116713,-141.7121894,0,0
M,14.0595209,23.19644246,0,1
M,46.29868227,-499.1137476,0,1
M,-5.167119979,-65.08722122,0,0
P,22.64000031,-164.9296898,0,1
P,-1.234284429,-252.0544349,1,0
M,1.755478068,-148.5570567,0,0
O,-5.403999584,141.4565839,0,1
N,35.50393546,-288.8925697,0,1
M,12.00986748,-314.0477514,0,0
O,0.505975958,277.7111449,0,0
P,69.59275161,33.94427641,1,0
P,-4.968671073,-160.7310872,1,1
N,45.02904439,-618.8539867,0,0
O,-4.179584814,203.6036043,0,0
M,21.48176888,-284.3816139,0,0
N,2.085872582,-164.6080088,0,1
O,-15.07416626,1.06798527,0,1
M,5.322763102,-147.150692,0,0
N,37.49269082,-320.5864241,0,1
O,-4.919167166,394.5013867,0,0
N,23.89710442,-373.0833705,0,1
P,6.065507465,-62.67512639,1,1
N,27.89312012,-563.3447194,0,1
N,27.93463249,-266.9817025,0,0
P,0.826287681,-24.6851178,1,0
O,3.550928363,252.4475241,0,1
N,24.14523592,-350.6829841,0,0
O,-23.69991312,411.4776975,0,1
O,-5.129623811,229.234063,0,0
M,32.51155706,-278.3135117,0,1
P,-37.76661351,-67.31557165,1,1
N,49.41126459,-492.8625037,0,0
N,7.604985433,25.5862726,0,1
M,5.234187391,-388.6449438,0,1
N,33.18304235,-559.770253,0,1
M,29.0447355,-166.7411889,0,1
P,-9.561627587,-3.991612819,1,1
P,20.85560717,131.3970835,1,1
P,-13.52657901,-348.4740042,1,1
N,29.65771231,-452.4684996,0,1
N,52.48771196,-629.156133,0,0
M,4.580651054,-134.1887038,0,0
N,30.79123845,-524.4385932,0,1
P,-6.482654079,-102.0810593,1,1
N,15.25016856,-390.5452365,0,1
M,22.5955838,-302.0869759,0,1
N,26.47865881,-453.6692973,1,1
O,-15.12762206,36.6570118,0,1
M,9.227937132,-246.0791391,0,1
M,28.09409408,-154.9799028,0,1
N,10.38806747,-403.4659616,0,1
P,13.04788062,-13.40007974,1,1
O,16.24474098,519.7502064,0,0
P,-38.59396044,7.777864185,1,1
O,-10.39195676,205.8414433,0,1
P,11.9707529,-128.9931212,1,1
O,-10.44305607,275.6381368,0,1
N,24.87236831,-290.1243875,0,0
M,16.4810873,-303.8309959,0,1
N,1.530912115,-267.7793523,0,0
P,16.49700811,-73.2532858,0,1
N,15.87253028,-278.6126439,0,1
P,4.780313501,-256.5985058,0,1
N,54.75483069,-676.1273726,0,1
N,6.090898358,-288.4623203,0,1
N,41.27202843,-425.0827,0,0
M,22.04994322,-71.43791641,0,0
N,43.99710853,-376.1155628,0,1
O,-6.445550652,277.115741,0,0
P,25.48998359,-51.08527958,0,1
P,37.91749635,-40.67488026,1,1
N,17.34006383,-537.2777653,0,1
N,10.61331946,-127.1737294,0,0
M,29.06220096,-348.7614222,0,0
N,29.48909498,-356.9308351,0,1
M,7.504961604,-216.9606332,0,1
O,-34.50914425,223.6448376,0,1
N,11.63919993,-148.8894175,0,1
P,-3.89457661,-316.1880388,0,1
N,17.57191993,-413.2649308,0,0
M,11.37563138,-113.5253256,0,0
O,-9.999359644,345.3394125,0,1
N,35.24527963,-284.0260594,0,0
M,15.652355,-194.4678569,0,0
M,-1.074515183,-234.9173299,0,1
N,18.81931259,-222.2893362,0,1
P,10.32033315,97.2121441,1,0
P,-4.896752383,90.19851719,1,1
M,18.9394311,-226.692986,0,0
N,22.92223466,-355.9325713,0,1
N,27.41390632,-202.0613456,0,0
N,35.53843867,-405.0034345,0,1
N,17.23220617,-462.8568587,0,0
O,-12.50178339,97.97052314,0,1
M,24.18551971,-192.229242,0,0
M,-1.320552434,-484.40806,0,1
P,28.85590262,-19.90080598,1,1
O,-5.102043981,168.8209932,0,1
N,48.56862226,-353.3111506,0,0
O,-20.92182512,48.16931412,0,1
M,5.531168994,-288.6904908,0,0
P,22.93417218,37.3987615,1,1
P,9.715877305,56.61193228,1,1
M,6.519430493,-158.3374746,0,1
P,43.61443485,160.2677453,1,1
P,19.35122653,121.9504127,0,1
N,8.098154919,-165.1595706,0,0
P,5.539929353,-78.76526661,1,0
O,7.722185328,254.6939092,0,0
O,-18.93166944,100.027276,0,1
P,12.53573978,-349.2934077,1,1
O,-23.98286282,250.4475858,0,1
N,25.22508872,-423.5709482,0,1
P,-0.633243936,7.620955725,1,1
M,15.43106415,-85.39968185,0,1
O,4.184242023,450.2480226,0,1
O,-21.33760313,-87.82447486,0,1
M,34.8771904,-371.798073,0,0
O,-46.2471506,87.11176499,0,0
P,-1.619631263,134.6016127,1,1
O,2.824275984,297.0077084,0,0
O,-21.93168677,391.61361,0,0
M,36.53902633,-489.2658639,0,0
O,-13.71394479,166.1970961,0,1
M,16.98354509,-211.6260796,0,0
N,16.2063271,-86.84514521,0,0
M,9.119700756,-82.61514952,0,1
N,32.59978641,-325.9731339,0,1
P,-4.698112601,-259.4363242,1,1
O,-28.21044369,77.9255258,1,1
M,27.68265165,-211.4754468,0,1
M,3.047998433,-532.0307817,0,0
O,-26.84854764,-190.7069662,0,0
O,-2.222215234,224.0901381,0,0
M,31.32359864,-249.9007969,0,0
P,-11.3451388,17.61207563,1,0
M,16.0232382,-192.8280108,0,1
M,21.67280443,-403.5280188,0,0
N,34.0602029,-308.3764044,0,1
N,22.4111072,-213.039013,0,0
N,30.94926934,-424.4108796,0,0
N,31.90664065,-419.6305917,0,1
O,-19.43124093,388.0035516,0,1
N,26.38866767,-243.1952913,0,1
N,35.94928716,-137.398572,0,1
P,29.16044154,202.2625364,0,0
O,-15.93048449,-1.868508466,0,1
N,10.41103885,-43.46058786,0,0
M,20.04120101,-400.248882,0,1
P,34.42153092,-37.55874284,1,0
M,14.91296365,-283.5509089,0,0
M,7.488700052,-368.6397066,0,0
M,-7.190441338,-389.5695107,0,0
O,-32.94645789,114.9688149,0,0
M,27.09185911,-45.25142978,0,0
P,10.41582135,-111.6867315,1,0
M,16.14391221,-80.21966575,0,1
P,9.885111183,-64.83918914,1,0
P,43.22967818,-124.1022144,1,0
P,20.54341552,-201.0228953,1,1
M,10.81431101,-333.366383,0,1
M,6.519091562,-258.2976247,0,0
N,1.954033165,-387.6460939,0,0
P,44.39703434,38.71736912,0,0
O,8.709607118,290.0344693,0,1
N,15.82698655,-114.9308007,0,0
M,28.17351321,-399.8331609,0,1
P,4.149869623,-204.1720416,1,1
O,-0.883407338,341.8810983,0,1
P,-2.398409012,101.7540945,1,1
O,-12.24889676,102.94415,0,0
O,-11.56583977,318.3641998,0,0
O,-20.60062262,347.0574622,0,0
N,17.16149945,-372.6164121,1,1
O,-15.49696967,240.6304649,0,1
M,0.060139708,-222.9623558,0,0
M,-7.245279119,-230.0322097,0,1
M,32.84322728,-425.667921,0,1
M,6.514889317,-283.1732465,0,1
P,-39.74159723,-3.89135506,1,1
O,-14.25808749,267.8340739,0,0
N,39.95238866,-354.2174127,0,0
M,7.579178947,-305.8837051,0,0
P,-15.36673679,-212.2909641,1,0
P,62.89115145,-151.375091,1,1
N,17.48801716,-344.2399751,0,0
O,-17.28140193,-79.79892084,0,0
M,26.57354469,-120.0825359,0,0
N,7.829943078,-277.2681987,0,0
N,5.175018468,-207.7547932,1,1
N,-8.211095488,-352.1006173,0,0
P,49.36602717,51.18250497,1,1
N,23.12655103,-270.7330107,0,1
O,-7.439134983,148.2981805,0,1
N,22.20330071,-504.9303397,0,0
N,3.57949654,-445.1539355,0,1
N,-0.988351936,-103.5204548,0,1
N,24.89308881,-368.1068966,0,0
M,12.69444983,-93.53849146,0,0
O,-11.34441841,209.3087788,0,1
P,-9.293220321,100.9089034,1,0
N,12.06595583,-279.9865272,0,0
P,-16.97205063,-106.9117506,1,0
P,19.9454626,-47.31232156,1,1
N,-6.333039855,-257.4106481,0,1
O,-15.50062221,217.0019385,0,0
O,-3.498616969,354.3799935,0,0
M,14.82211064,-198.4765439,0,0
O,-13.20548732,224.2900184,0,0
O,-16.19847938,305.7267936,0,0
N,32.58196323,-157.6625551,0,1
N,17.6186699,-330.638322,0,1
P,24.60499438,127.8615971,1,1
M,2.866566165,-368.6144094,0,0
P,31.17943201,70.43557277,1,1
M,21.40189444,-528.2374021,0,0
O,-6.007351377,249.4580518,0,0
P,-33.55963095,285.5919386,1,1
O,-22.67430762,366.3742146,0,0
O,-16.87641043,335.3117387,0,1
N,28.24932773,-275.2532197,0,0
O,-7.904424865,183.6619396,0,0
O,-13.52091834,-147.8952061,0,0
O,-11.81605352,343.3408374,0,0
P,20.85033749,10.01337797,0,0
O,-18.16042626,-61.93641449,0,0
N,46.8089069,-645.4511189,0,0
O,-17.12068936,86.26904578,0,1
N,16.83402815,-377.971252,1,1
O,-6.635068931,164.5410536,0,0
M,3.173543585,-426.9019457,0,1
O,-7.498215473,148.6730755,0,0
M,9.392596245,-353.56262,0,1
O,2.807047128,355.1770976,0,0
M,24.96216817,-231.8817973,0,1
N,27.9748955,-522.2490528,0,0
P,30.8792357,-94.25114761,1,1
O,-6.764863092,156.9877798,0,0
N,17.73640877,-285.7826783,0,1
N,27.45146407,-189.0261266,0,0
N,39.462263,-377.8112229,0,0
P,-7.201577266,-208.8428494,1,1
O,-6.028250332,231.8127726,0,1
O,-8.346080405,341.3012217,0,1
P,10.90738513,-244.6842394,1,0
N,44.40152426,-332.6359884,0,0
N,32.18468936,-558.4169134,0,1
P,1.864119345,-114.7859512,0,1
O,-10.19355813,182.1654316,0,0
M,31.38332411,-289.7641208,0,1
O,-3.12206333,478.0874819,0,0
N,15.54119581,-258.769392,0,0
N,-3.68592878,-279.9154556,0,0
N,8.41575736,-292.1145799,0,1
M,-1.655648439,164.9623371,0,1
P,23.15501936,-161.4086208,1,1
N,12.89333538,-76.74173745,0,0
N,6.557264553,168.5816496,0,1
N,9.160909923,-105.7684402,0,1
O,-16.86043198,19.6879637,0,0
N,17.89062617,-495.3728577,0,1
O,-31.97146256,12.49482981,0,1
M,6.205672823,-258.7991814,0,0
